id,sentence,labels
3153,Discussions will therefore focus on overcoming the current challenges facing the gas sector in the UNECE region Item 10 Energy efficiency import dependence and climate change and review of the Steering Committee of the Energy Efficiency 21 Project EE21 and Ad Hoc Group of Experts on Energy Efficiency Investments for Climate Change Mitigation 23,O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O B-long I-long O B-short O B-short O O O O O O O O O O O O
3154,Ejército de Liberación Nacional ELN a 2 Fuerzas Armadas Revolucionarias de Colombia Ejército del Pueblo FARCEP a Parties in the Philippines,B-long I-long I-long I-long B-short O O B-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O
3155,HKHRM reported on surveys that indicated that self censorship is the most important indicator of decreased press freedom in Hong Kong Reference was made to the rejection of a broadcasting license to the Citizens Radio and to the recommendation of a government appointed Committee that the Radio Television Hong Kong RTHK a strong critic of the Chinese and Hong Kong authorities was not fit to act as the future public service broadcaster,B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O
3156,371 The conclusions and recommendations below are informed by lessons from the implementation of the 12 critical areas of concern as well as the findings of the expert group meeting on Envisioning women s rights in the post 2015 context organized by the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and held from 3 to 5 November 2014 in New York,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O
3157,UN-Habitat will be using K4C as a platform for information exchange and a knowledge hub for its Cities and Climate Change initiative The UNEP Sustainable Buildings and Climate Initiative UNEP-SBCI has maintained its focus on promoting sustainable building policies and practices in all regions,B-short O O O B-short O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O
3158,Since the launch of the first UNDP gender equality strategy 2008 2013 the United Nations has strengthened its commitments to advancing gender equality and women s empowerment in all its work In 2010 the United Nations General Assembly established the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women to strengthen coordination and accountability for gender equality results across the organization,O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O
3159,In that connection they refer to the Commission on Science and Technology for Development which is expected to deal with this issue through its inter sessional expert panel on the substantive theme of information technologies and their implications for development With regard to the gap in the technical cooperation among developing countries TCDC type exchange among developing regions as concluded by the Inspectors members of the Committee agree that a greater interregional exchange of information should be facilitated by the regional commissions,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3160,Technical materials launching of the African Centre for Civil Society web portal 2012 and maintaining and managing the African NGO database 2012 vii Organization of CEB and or interagency meetings and activities and contribution to joint outputs contribution to the meetings of the thematic clusters of the United Nations Regional Coordination Mechanism for Africa RCM-Africa biannual 2 Advisory Services advisory services upon request to member States RECs the AU and its NEPAD programme in the areas of promoting good governance especially in post conflict countries in the context of the Multi-Year Programmes MYPs the African Peer Review Mechanism APRM the UN ten year capacity building programme for the AU and the MDGs 5,O O O O O O O O O O O O O O O O O O O B-short O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O B-short O B-short O O B-short O O O O O O O O O O O O O O O O O O B-long I-long B-short O B-long I-long I-long I-long B-short O B-short O O O O O O O B-short O O B-short O
3161,MSAM MTOT MSEC MTOT mass of double diluted exhaust gas through particulate filter kg MSEC mass of secondary dilution air kg,B-short B-long I-long B-short B-long I-long I-long I-long I-long I-long I-long I-long O B-short B-short B-long I-long I-long I-long O B-short
3162,Paragraph 131 The fifth sentence should read The panel of eminent personalities which carried out the independent evaluation of the United Nations New Agenda for the Development of Africa in the 1990s UN-NADAF has recommended the submission of a single comprehensive report on Africa to the General Assembly linking the dimension of peace and security with development,O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O
3163,19 The Dag Hammarskjöld Library and Knowledge Sharing Centre DHLink continues to enhance its programmes for training in the management and use of United Nations documentation as well as in the use of United Nations and external online databases and resources,O O B-long I-long I-long I-long I-long O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3164,Letter dated 25 September 1994 from Ms Hope Alvarez Cristobal Chairman of the Special Political and Decolonization Committee On behalf of the Organization of People for Indigenous Rights OPI-R we would like to have the opportunity to present our views during your deliberations on the question of Guam,O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O
3165,The Ministry of Education s policy with respect to rehabilitation is that both the student and his or her parents need information about the dangers of developing dependence on tobacco alcohol and other drugs In this regard Self Help Groups such as Alcoholics Anonymous A.A. and Al Anon an organisation which caters for the families of alcoholics exist in many communities,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long B-short O O O O O O O O O O O O O O O O
3166,115 The SBSTA continued its work on the implications of establishing new hydrochlorofluorocarbon-22 HCFC-22 facilities seeking to obtain certified emission reductions for the destruction of hydrofluorocarbon-23 HFC-23,O O B-short O O O O O O O O O B-long B-short O O O O O O O O O O O B-long B-short
3167,Since that time Ukraine has consistently followed a course towards nuclear weapon free status One of the first significant steps in this direction was the signature of the Lisbon Protocol to the Treaty on Strategic Offensive Arms START I May 1992 according to which Ukraine assumed the obligations of the former Soviet Union under the aforementioned Treaty and pledged to accede to the Treaty on the Non Proliferation of Nuclear Weapons as a non nuclear weapon State,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3168,Calls upon the international community as it moves towards the post 2015 development framework to positively consider including the issue of eliminating female genital mutilations in the framework 25 Requests the Secretary General to ensure that all relevant organizations and bodies of the United Nations system in particular the United Nations Population Fund the United Nations Children s Fund the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women the World Health Organization the United Nations Educational Scientific and Cultural Organization the United Nations Development Programme and the Office of the United Nations High Commissioner for Human Rights individually and collectively take into account the protection and promotion of the rights of women and girls against female genital mutilations in their country programmes as appropriate and in accordance with national priorities in order to further strengthen their efforts in this regard 26,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3169,The juveniles incarcerated for offences are not kept in closed prisons The juveniles are kept in separate institutions called the Training School for Youthful Offenders T.S.Y.O at Watareka and the Correctional Centre for Youthful Offenders C.C.Y.O located in Pallansena,O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O B-long I-long I-long I-long I-long B-short O O O
3170,Contrary to the prevision no business tendency survey results relating to service activities will be published in the IIS their collection has been suspended as from 2002 Some of the results already collected will be published at the 1st digit level in the Main Economic Indicators publication MEI See also P E 3 11,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long O B-short O O O O O O
3171,Framework for cooperation between the Environment for Europe Pan European Biological and landscape Strategy and the Ministerial Conference on the Protection of Forests in Europe KIEV.CONF 2003 INF 31 The European Biodiversity Monitoring and Indicator Framework EBMI-F KIEV.CONF 2003 INF 35,O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O B-long I-long I-long I-long I-long I-long B-short B-short O O O
3172,Personal Details Name Sok Siphana Born 16 April 1960 Education Juris Doctor J.D. Widener University School of Law Delaware USA Doctor of Philosophy Ph.D. Bond University School of Law Queensland Australia Marital Status Married to Khieu Mealy with 1 daughter Rosette and 1 son Samithi,O O O O O O O O O O B-long I-long B-short O O O O O O B-short B-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O
3173,Saudi Fund for Developmenti Abu Dhabi Fund for Development ADFD j Nigeria Trust Fund NTF k Southern philanthropy Mohamed bin Rashid Al Maktoum Foundationl,O O O O B-long I-long I-long I-long I-long B-short O B-long I-long I-long B-short O O O O O O O O O
3174,Panel discussion on Equal representation of women What does it mean to you Come join the conversation organized by the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women Monday 7 March 2011 from 1 15 to 2 30 p.m. in Conference Room 3 NLB,O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O B-short O O O O B-short
3175,Welcoming the annual parliamentary hearings at the United Nations as well as other specialized parliamentary meetings organized by the Inter Parliamentary Union in cooperation with the United Nations in the context of major United Nations conferences and events Welcoming also the growing cooperation between the Inter Parliamentary Union and the new United Nations bodies in particular the Peacebuilding Commission the Development Cooperation Forum and the Human Rights Council in support of the shared goals of democratic governance national dialogue and reconciliation respect and promotion of human rights and enhanced development effectiveness Recognizing in particular the work of the Inter Parliamentary Union in the areas of gender equality the empowerment of women and combating violence against women and the close cooperation between the Inter Parliamentary Union and the relevant United Nations bodies including the United Nations Entity for Gender Equality and the Empowerment of Women UNWomen and the Commission on the Status of Women Recognizing the effective cooperation between the Committee on the Elimination of Discrimination against Women national parliaments and the InterParliamentary Union in the organization of the national review of international commitments,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3176,6 The Bureau noted that the topic of the forty fourth session was relevant to the work of many entities of the United Nations system in particular to the United Nations Children's Fund UNICEF the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women the World Health Organization and the World Bank,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O
3177,FIGURES CONCERNING WOMEN S UNEMPLOYMENT AND EMPLOYMENT The national policies for the abolition of exclusion from the labour market are expressed in the National Action Plan for Employment valid at a time and the National Action Plan for Social Integration and are co financed by the European Social Fund E.S.F.,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short
3178,United Nations Bibliographic Information System UNBISnet In English Today 14 April 2011 United Nations Info Quest UN-I-QUE In English Wednesday 20 April 2011,B-long I-long I-long I-long I-long B-short O O O O O O B-long I-long I-long I-long B-short O O O O O O
3179,d Nineteenth United Nations International Astronautical Federation Workshop on Integrated Space Technologies and Space based Information for Analysis and Prediction of Climate Change Daejeon Republic of Korea 911 September 2009 e United Nations Peru European Space Agency Workshop on Integrated Space Technologies Applications for Sustainable Development in the Mountain Regions of Andean Countries Lima 14 19 September f United Nations European Space Agency United States of America Training Course on Satellite Navigation and Location Based Services at the African Centre for Space Science and Technology in French language CRASTE-LF Rabat 29 September 24 October,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O
3180,Table 23 563 In paragraph 16 the Board recommended that the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women regularly review the depreciation rates and useful lives of assets to avoid having a large number of assets fully depreciated but still in use,O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O
3181,In this respect ECE will continue to strengthen its cooperation with the United Nations Development Programme UNDP at both the regional and country levels In addition the United Nations Special Programme for the Economies of Central Asia jointly executed with the Economic and Social Commission for Asia and the Pacific ESCAP will continue to be strengthened,O O O B-short O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O
3182,Statements were made by the representatives of the Philippines on behalf of the ASEAN countries Jamaica on behalf of the Caribbean Community Mozambique Japan the Syrian Arab Republic Chile and the Russian Federation Statements were also made by the President of the Coor-dinating Committee for Independent Staff Unions and Asso-ciations of the United Nations System CCIUSA and by the President of the Federation of International Civil Servants As-sociations FICSA,O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long O O O O O B-short O O O O O O B-long I-long I-long I-long I-long I-long B-short
3183,Over the course of its previous mandate the Group obtained testimonies from members of the Burundian political opposition who concluded that in light of their perceptions of the human rights political and governance situation in the country the only way to attract the attention of the international community and the Government of Burundi was to mobilize armed forces in order to force a political dialogue In a two pronged strategy while demanding direct concessions from the Government opposition politicians of the Alliance of Democrats for Change ADC Ikibiri established and activated networks of support for a wider armed rebellion which included the FNL rebels present in South Kivu,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O B-short O O O O O
3184,The revised European data set was made available for the review of the Protocol on Heavy Metals and for other European agreements The update did not change the areas at risk as much as the update of depositions computed by the EMEP Meteorological Synthesizing Centre East MSC-E,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short B-long I-long I-long I-long B-short
3185,C Mission 8 To provide technical advice and assistance to the Stakeholder on the interpretations and or applications of the United Nations Framework Classification for Fossil Energy and Mineral Reserves and Resources 2009 UNFC-2009 through timely reporting of such interactions to the Bureau of the Expert Group as well as the Expert Group on Resource Classification,O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O
3186,Delegations are invited to submit names and curricula vitae outlining the expertise and experience of the proposed candidate in relation to the above theme with particular focus on the structural constraints in achieving the MDGs for women and girls and accountability for women s and girls rights Information should be sent to the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women e mails nailing xia unwomen org and talita mattos unwomen org no later than Friday 29 November 2013,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O
3187,The meeting will be chaired by the H E Mr Aminu Wali Nigeria Chairman of the Committee There will be an introduction by the current Coordinator of the regional commissions the Executive Secretary of the Economic and Social Commission for Asia and the Pacific ESCAP,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long B-short
3188,I Opening of the session 1 The first regular session of 2013 of the Executive Board of the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women was held at United Nations Headquarters New York on 23 and 24 January 2013,O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O
3189,NW North-Rhine/Westphalia RP Rhineland-Palatinate SH Schleswig Holstein LITHUANIA,B-short B-long B-short B-long B-short B-long O O
3190,Various performance verification checks for gas analysers and sample handling components might refer to either calibration gases or span gases 2 1 8 Compression ignition C.I. engine means an engine which works on the compressionignition principle e.g. diesel engine 2 1 9,O O O O O O O O O O O O O O O O O O O O O O O B-long I-long B-short O O O O O O O O O O B-short O O O O O
3191,B Summaries of replies received from international organizations Economic Commission for Africa ECA The full text of the reply has been issued in UNCTAD LDC Misc 30 Land locked countries have benefited from specific action in the area of transport and communications to ease the flow of transit traffic at regional or subregional levels,O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O B-short B-short B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3192,The Economic and Social Council following a recommendation by the Commission on the Status of Women adopted a resolution on the same lines 445 C XIV which is aimed at the progressive abolition of customs which violate the physical integrity of women and which thereby violate the dignity and worth of the human person as proclaimed in the Charter and in the Universal Declaration of Human Rights The issue has received more sustained attention since the 1980s both at the global level joint action by the World Health Organization WHO the United Nations Children's Fund UNICEF and the United Nations Population Fund UNFPA and at the regional level,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O B-long I-long I-long I-long B-short O O B-long I-long I-long I-long B-short O O O O O
3193,There will be open ended informal consultations of the Intergovernmental Preparatory Committee on the outcome of the Fourth United Nations Conference on the Least Developed Countries on Monday 28 March 2011 from 10 a.m. to 1 p.m. in Conference Room 7 NLB and from 3 to 6 p.m. in Conference Room 5 NLB United Nations Entity for Gender Equality and the Empowerment of Women UN-Women Executive Board,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O B-short O O O O B-short O O O O O B-short O O O O B-short B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O
3194,With a foreign debt equivalent to about 65 per cent of GDP Rwanda s debt level and debt service obligations are unsustainably high However as of December 2000 Rwanda passed its Decision Point to become a beneficiary of debt relief under the Enhanced Highly Indebted Poor Countries E-HIPC initiative,O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O
3195,1 917 367 4165 UNU midday forum on Reforming aid allocation criteria taking into account vulnerability organized by the United Nations University Office in New York UNU-ONY From 1 15 to 2 30 p.m. in Conference Room E NLB,O O O O B-short O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long B-short O O O O O O B-short O O O O B-short
3196,Initiated pending Overdue Joint assessment United Nations Industrial Development Organization UNIDO UNDP cooperation agreement phase Yes,O O O O O B-long I-long I-long I-long I-long B-short B-short O O O O
3197,Economic and Social Council Informal consultations Informal consultations on the draft resolution of the Economic and Social Council on the working relations between the Executive Board of the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and the Commission on the Status of Women convened by the co facilitators Ms Ana Marie Hernando Philippines and Mr Fernando Fernndez Arias Spain will be held today 12 December 2012 from 15 00 to 18 00 in Conference Room C NLB,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short
3198,Active international cooperation is needed with regard to research on manifestations of global climate and environmental problems in the Arctic region including Participation in major international climate projects implemented as part of the World Climate Research Programme under the auspices of the World Meteorological Organization such as the Climate and Cryosphere CliC project Participation in research as part of the International Polar Year 2007 2008,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O O O O O O O O
3199,ECA will organize during the biennium 1996 1997 an ad hoc expert group meeting on guidelines for natural resource and energy development in Africa with emphasis on privatization and deregulation The participants will consist of policy makers and natural resource and development operators from the private and public sectors and will include experts on remote sensing and GIS geomatics,B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short B-long
3200,Cambodian Rural Agriculture Development and Democracy To provide assistance on child trafficking issue Documentation Centre of Cambodia D.C.Cam To research violations committed against the Vietnamese and Chinese minorities,O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O
3201,The United Kingdom requested information on how Indonesia intended to take forward the recommendations on human rights defenders and to respond to concerns raised by the Special Rapporteur on the question on torture including police abuse of detainees in custody and serious overcrowding of prisons It welcomed the expressed intention to strengthen efforts to ratify the Optional Protocol to the Convention against Torture OP-CAT and recommended that Indonesia ratify it at the earliest opportunity,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O
3202,KIA seeks compensation in the amount of USD 3 461 998 for relief paid to employees clvii Thirty six F3 claimants including KIA seek or have sought compensation for relief payments made to the Kuwaiti and Gulf Cooperation Council GCC employees of the Government of Kuwait,O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O
3203,Wednesday 10 July 2013 at 15 30 in Conference Room 4 NLB Briefing on The Fifth Tokyo International Conference on African Development TICAD V co organized by the Permanent Mission of Japan and the Office of the Permanent Observer of the African Union Thursday 11 July 2013 from 11 30 to 13 00 in the Trusteeship Council Chamber,O O O O O O O O O O O B-short O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3204,All are invited to attend Panel discussion on Humanitarian law peacekeeping intervention forces and troop contributing countries Issues and challenges organized by the Asian-African Legal Consultative Organization AALCO Wednesday 21 August 2013 from 13 15 to 14 30 in Conference Room 7 NLB,O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O O O O O B-short
3205,Welcoming the annual parliamentary hearings at the United Nations as well as other specialized parliamentary meetings organized by the Inter Parliamentary Union in cooperation with the United Nations in the context of major United Nations conferences and events Welcoming also the growing cooperation between the Inter Parliamentary Union and the new United Nations bodies in particular the Peacebuilding Commission the Development Cooperation Forum and the Human Rights Council in support of the shared goals of democratic governance national dialogue and reconciliation respect and promotion of human rights and enhanced development effectiveness Recognizing in particular the work of the Inter Parliamentary Union in the areas of gender equality the empowerment of women and combating violence against women and the close cooperation between the Inter Parliamentary Union and the relevant United Nations bodies including the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and the Commission on the Status of Women Recognizing the effective cooperation between the Committee on the Elimination of Discrimination against Women national parliaments and the InterParliamentary Union in the organization of the national review of international commitments,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3206,The Ministers welcomed the signing of the Lom Peace Agreement by the Government of Sierra Leone and the Revolutionary United Front RUF They commended the efforts made by the Economic Community of West African States ECOWAS and its Military Observer Group ECOMOG and by all the parties concerned in promoting the peaceful settlement of the conflict,O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O O B-long I-long I-long B-long I-long I-long B-short O O B-long I-long I-long B-short O O O O O O O O O O O O O O
3207,7 4 1 1 Test procedure Cycle the PRD pressure triggered according to Table 3 with water between 10 per cent and 100 per cent of the working pressure at a maximum cyclic rate of 10 cycles per minute and a temperature of 82 °C 2 °C or 57 °C 2 °C,O O O O O O O O B-short B-long I-long O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O B-short O O B-short O B-short
3208,In particular The 2010 relocation of the unused Dobson instrument from Oslo Norway to Kampala Uganda and the unused Dobson instrument from Uccle Belgium to Kyev Ukraine through the umbrella effort of the Regional Dobson Calibration Centre RDCC Europe including the support of Belgium Norway Czech Republic Germany USA and WMO,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O B-short O B-short
3209,The figure is the one produced and disseminated by the country including data adjusted by the country to meet international standards CA country adjusted,O O O O O O O O O O O O O O O O O O O O O B-short B-long I-long
3210,"Low U5MR less than 21 under-5 deaths per 1,000 live births LDCs least developed countries",B-short B-long I-long I-long I-long I-long I-long I-long I-long I-long B-short B-long I-long I-long
3211,Different initiatives were reported from Africa in Eastern Western and Middle Africa as well as in Latin America and the Caribbean A second meeting of the European Dialogue on Internet Governance EuroDIG was held in Geneva,O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O
3212,This explains the large size of the totals involved Thirty six of the sixty two F3 claimants seek compensation for relief payments made to the Kuwaiti and Gulf Cooperation Council GCC employees of the Government of Kuwait,O O O O O O O O O O O O O O O B-short O O O O O O O O O O O B-long I-long I-long B-short O O O O O O
3213,4 Contract USD 674 654 cx 1 Research and consulting contracts USD 117 139 SAA claims compensation for losses sustained due to the interruption of six research and consulting contracts with the Kuwait Institute for Scientific Research KISR that were in existence on 2 August 1990,O O B-short O O O O O O O O B-short O O B-short O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O
3214,The success of these technological and methodological innovations has prompted Bolivia Costa Rica Dominican Republic Guatemala Honduras and Peru to request similar assistance from UNDP in 1995 Similarly the Government of Cuba has requested UNDP through an Economic Commission for Latin America and the Caribbean ECLAC executed regional project to assist in carrying out fiscal reforms,O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O O B-short O O B-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O
3215,Another example of UNCTAD's work on gender is the close cooperation between the UNCTAD secretariat which services the Commission on Science and Technology for Development and the Commission s Gender Advisory Board to ensure that gender remains a cross cutting issue in the deliberation and outcome of this substantive theme UNCTAD's Science and Technology for Development Network STDev http www unctad org stdev has also created a space for Gender Science and Technology Here one can find information on the Gender Advisory Board as well as links to relevant documents on gender,O O O B-short O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short B-long I-long I-long I-long I-long O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3216,315 502a a Not inclusive of TRAC 1 1 2 which is allocated regionally for subsequent country application Abbreviations IPF indicative planning figure SPPD support for policy and programme development STS support for technical services and TRAC target for resource assignments from the core,O O O O O O B-short O O O O O O O O O O O O B-short B-long I-long I-long B-short B-long I-long I-long I-long O O B-short B-long I-long I-long I-long O B-short B-long I-long I-long I-long I-long I-long I-long
3217,Thirdly system wide accountability was paramount particularly with respect to cross cutting issues The United Nations Entity for Gender Equality and the Empowerment of Women UN-Women with its toolkit for addressing gender inequality was a good example of an approach that held the whole United Nations development system to account,O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O
3218,Addresses Focus area s Innovation and Competitiveness Policies Meeting of the Team of Specialists on Intellectual Property TOS-IP including Substantive Segment with a tentative thematic orientation on commercialization and protection of IPRs in universities and public research organizations,O O O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O B-short O O O O O O
3219,Collaboration with all stakeholders was vital In 2013 Japan would host the fifth Tokyo International Conference on African Development TICAD V The United Nations should play a central role in ensuring sustained and inclusive economic growth in the context of attaining the Millennium Development Goals,O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O
3220,109 Iron deficiency anaemia IDA among women and schoolchildren is reported to be the most prevalent micronutrient deficiency in Bhutan,O B-long I-long I-long B-short O O O O O O O O O O O O O O O
3221,PM and SNCR Cost are expressed in EURO equal to 1995 ECU. PM Primary measure,B-short O B-short O O O O B-short O O O B-short B-short B-long I-long
